DateTime,Sink-1,SB-14,SB-15
22/09/2024 15:00,395.887988386,2.15390383591,10.1745521474
22/09/2024 16:00,394.614734696,2.00697836994,9.88679065558
22/09/2024 17:00,393.339768223,1.8897978064,9.6510559089
22/09/2024 18:00,392.064638435,1.7946986747,9.454361027
22/09/2024 19:00,390.790780811,1.71707528847,9.28664974331
22/09/2024 20:00,389.519775411,1.65313192661,9.14464289735
22/09/2024 21:00,388.253371937,1.60025972202,9.02360992996
22/09/2024 22:00,386.993287602,1.55578517783,8.91936332784
22/09/2024 23:00,385.7411624,1.51781536039,8.82991504887
23/09/2024 00:00,384.498604119,1.48522738244,8.75457880573
23/09/2024 01:00,383.288201691,1.55702871033,8.68886133768
23/09/2024 02:00,382.135615077,1.8401586502,8.62654637181
23/09/2024 03:00,381.063183306,2.47036160795,8.5640583159
23/09/2024 04:00,380.102132816,3.46443858108,8.49804906211
23/09/2024 05:00,379.246141405,4.63509179158,8.42417546283
23/09/2024 06:00,378.458605488,5.81701660649,8.33828263892
23/09/2024 07:00,377.701241819,6.87585223512,8.24111744035
23/09/2024 08:00,376.952297398,7.76545358826,8.13624800311
23/09/2024 09:00,376.186058752,8.41319994598,8.02741845782
23/09/2024 10:00,375.396511114,8.88546938312,7.91906616351
23/09/2024 11:00,374.567725176,9.23843372747,7.8130635402
23/09/2024 12:00,373.703798574,9.50987832448,7.71271307634
23/09/2024 13:00,372.825101832,9.71454860359,7.62040573764
23/09/2024 14:00,371.939044667,9.86926744252,7.53631710012
23/09/2024 15:00,371.053677332,9.98886832165,7.46162866357
23/09/2024 16:00,370.172378119,10.0804552214,7.39827631547
23/09/2024 17:00,369.297508199,10.1517399665,7.34645592999
23/09/2024 18:00,368.433243044,10.2086325102,7.30335948041
23/09/2024 19:00,367.581527077,10.2545692044,7.26682319972
23/09/2024 20:00,366.743483173,10.2923527856,7.23609676131
23/09/2024 21:00,365.92036807,10.3238408273,7.21015352568
23/09/2024 22:00,365.113185247,10.3509691628,7.18809994392
23/09/2024 23:00,364.322415485,10.3750567755,7.16951526149
24/09/2024 00:00,363.548225656,10.3968124757,7.15425885505
24/09/2024 01:00,364.312405868,12.4641286593,7.69151289333
24/09/2024 02:00,368.440796192,18.8311257954,9.5198974833
24/09/2024 03:00,377.6036673,32.3955443925,13.0304589209
24/09/2024 04:00,394.191753375,53.6873851003,18.7573789651
24/09/2024 05:00,417.977521846,79.0833042777,27.4376877045
24/09/2024 06:00,446.51879372,105.262281264,39.7717134602
24/09/2024 07:00,477.140679894,129.4503159,55.4765901575
24/09/2024 08:00,508.258644343,150.616504041,73.7071181043
24/09/2024 09:00,537.95847852,167.165067072,93.6068171153
24/09/2024 10:00,565.699128945,180.322116099,114.205994708
24/09/2024 11:00,590.222833267,191.143668016,135.054458723
24/09/2024 12:00,611.671667623,200.340776576,155.406687404
24/09/2024 13:00,631.384111502,208.17313037,174.704521647
24/09/2024 14:00,649.825241665,214.952298696,192.849156914
24/09/2024 15:00,667.525129036,220.958912222,209.538140771
24/09/2024 16:00,684.693513304,226.323324936,224.305216714
24/09/2024 17:00,701.469739755,231.192575084,237.036699773
24/09/2024 18:00,718.135171544,235.681039353,248.241997831
24/09/2024 19:00,734.825188564,239.855536332,258.316420068
24/09/2024 20:00,751.609187727,243.771726641,267.378837978
24/09/2024 21:00,768.561493068,247.467317735,275.610949592
24/09/2024 22:00,785.745932737,250.982549184,283.17488289
24/09/2024 23:00,803.193615144,254.345921914,290.14377558
